GetData.Serial No,GetData.CQM ID,GetData.Item No,GetData.Item Description,GetData.Date
1916,CQM5804,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),01/11/2016
987,CQM67056,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),01/11/2016
1145,CQM58FD,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),01/11/2016
1145,CQM58FD,MRG445106,ROLLER ( Card Reader ),01/11/2016
497,CQM58FE,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,01/11/2016
1850,CQM5809,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),01/11/2016
1145,CQM58FD,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,01/11/2016
796,CQM67024,NNNMECI036,"FLAT BELT (Yellow, Bend)",31/10/2016
1911,CQM588D,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),31/10/2016
538,CQM4C8F,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,31/10/2016
1871,CQM4C67,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),29/10/2016
1147,CQM58A4,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,29/10/2016
1121,CQM5811,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,29/10/2016
1326,CQM5826,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,29/10/2016
1300,CQM67147,NNNMECI014,TOOTHED BELT T2.5 180L6,28/10/2016
629,CQM67002,TTT80,VKP80II THERMIC HEAD,28/10/2016
1242,CQM5825,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,28/10/2016
1437,CQM4C82,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",27/10/2016
629,CQM67002,NNNMECI011,TOOTHED BELT T2.5 230L6,27/10/2016
856,CQM67032,NNNMECI020,FLAT BELT (SCANNER),27/10/2016
303,CQM4C2E,NNNMEGU022,O-RING (FEEDER - Fat),27/10/2016
1327,CQM58EB,CSDAAME344,FEED ROLLER ASSY (CSD2002E),26/10/2016
1142,CQM67111,CSDAAEL024,DOT MATRIX P.C.B (024),26/10/2016
530,CQM5839,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),26/10/2016
1014,CQM5803,CSDAAME344,FEED ROLLER ASSY (CSD2002E),26/10/2016
1328,CQM5806,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,25/10/2016
951,CQM67051,MRG445106,ROLLER ( Card Reader ),25/10/2016
951,CQM67051,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),25/10/2016
788,CQM67017,CSDMEPC048,COLLECTION BOX WIRING,25/10/2016
997,CQM67068,NNNMEMO070,GAS SPRING,24/10/2016
271,CQM58D3,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/10/2016
844,CQM5818,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",24/10/2016
844,CQM5818,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/10/2016
535,CQM58E5,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/10/2016
1280,CQM67132,NNNAAEL025/R,SENSOR ASSY  (U-shape),24/10/2016
1280,CQM67132,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),24/10/2016
286,CQM58D4,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/10/2016
1122,CQM589B,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/10/2016
281,CQM4C14,NNNMECI044,TOOTHED BELT T2.5 380H6,24/10/2016
539,CQM4C7C,NNNMECI011,TOOTHED BELT T2.5 230L6,23/10/2016
1805,CQM5810,,HARD DISK SATA,23/10/2016
952,CQM67053,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",22/10/2016
1233,CQM4C05,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),22/10/2016
1188,CQM5817,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,22/10/2016
524,CQM4C3B,NNNMECI011,TOOTHED BELT T2.5 230L6,22/10/2016
1123,CQM5815,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,22/10/2016
647,CQM5814,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,22/10/2016
1124,CQM5816,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,22/10/2016
1825,CQM58E0,PMRU - 036,VKP80II EJECTION BLACK RUBBER ROLLER,22/10/2016
1287,CQM67139,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),21/10/2016
1006,CQM67075,,VKP80 PRINTER P.C.B.(USB),20/10/2016
304,CQM587F,CSDMEPC048,COLLECTION BOX WIRING,20/10/2016
1108,CQM67095,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",20/10/2016
1287,CQM67139,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",20/10/2016
1311,CQM67807,,HARD DISK SATA,20/10/2016
1115,CQM67108,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),20/10/2016
1006,CQM67075,NNNELZZ050,MAIN POWER SUPPLY,20/10/2016
398,CQM4C3F,NNNMEGU021,O-RING ( collection path ),19/10/2016
532,CQM5848,CSDMERU027,EJECTION ROLLER (Collection Bin),19/10/2016
398,CQM4C3F,NNNMEMO051,EXTENSION SPRING (Aligner or Feeder Pressure Plate - increase) 0.6mm,19/10/2016
1285,CQM67137,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,19/10/2016
1812,CQM5856,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),19/10/2016
1947,CQM5858,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),19/10/2016
1433,CQM586C,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,19/10/2016
303,CQM4C2E,CSDAAEM115     ( old code : CSDAAEM126 ),WHITE CIS MODULE,19/10/2016
398,CQM4C3F,NNNMECI011,TOOTHED BELT T2.5 230L6,19/10/2016
396,CQM58C3,CSDMESF302,ELO MONITOR SUPPORT,18/10/2016
396,CQM58C3,NNNEMZZ084,ELO TOUCH SCREEN MODULE,18/10/2016
1284,CQM67136,NNNMEZZ090,INK RIBBON CARTRIDGE,18/10/2016
1095,CQM67175,CBXMEPC005,BLACK INK ROLLER,18/10/2016
1091,CQM4C57,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,18/10/2016
1243,CQM5805,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,18/10/2016
1104,CQM67085,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),18/10/2016
769,CQM67902,NNNMEZZ090,INK RIBBON CARTRIDGE,18/10/2016
1810,CQM5898,CBXMEPC005,BLACK INK ROLLER,18/10/2016
1017,CQM4C8A,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),17/10/2016
1269,CQM4C89,CSDAAME219,DETECTOR ROLLER ASSY,17/10/2016
1327,CQM58EB,CSDAAME219,DETECTOR ROLLER ASSY,17/10/2016
1269,CQM4C89,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",17/10/2016
629,CQM67002,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),17/10/2016
1017,CQM4C8A,MRG445106,ROLLER ( Card Reader ),17/10/2016
1269,CQM4C89,NNNMERU089,ROLLER ( Ribbon Plate ),17/10/2016
1269,CQM4C89,NNNMEMO054,EXTENSION SPRING (Detector Roller Staple Flag),17/10/2016
1269,CQM4C89,NNNMEMO070,GAS SPRING,17/10/2016
1097,CQM67087,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",17/10/2016
1269,CQM4C89,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),17/10/2016
1820,CQM5819,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,17/10/2016
1266,CQM5889,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,17/10/2016
1269,CQM4C89,,2G RAM,17/10/2016
1268,CQM5822,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,15/10/2016
133,CQM585D,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,15/10/2016
271,CQM58D3,TTT80,VKP80II THERMIC HEAD,15/10/2016
996,CQM67067,MRG445106,ROLLER ( Card Reader ),15/10/2016
1451,CQM5838,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,15/10/2016
996,CQM67067,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),15/10/2016
297,CQM585C,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,15/10/2016
277,CQM4C43,NNNMEGU003,O-RING (INPUT SLOT),14/10/2016
1449,CQM5830,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,14/10/2016
1449,CQM5830,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",14/10/2016
506,CQM4C44,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),14/10/2016
398,CQM4C3F,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),14/10/2016
265,CQM588A,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,14/10/2016
506,CQM4C44,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",14/10/2016
837,CQM58CC,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,14/10/2016
265,CQM588A,NNNMEGU021,O-RING ( collection path ),14/10/2016
277,CQM4C43,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",14/10/2016
1089,CQM4C94,NNNMESR006,CSD2002  MECHANICAL LOCK ( UPPER DOOR Lock ) and GQM  BOX LOCK,14/10/2016
692,CQM4C50,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),13/10/2016
1944,CQM582C,CSDAAME505,SUPPORT WITH BALL BEARING ( Stamp Drum ),13/10/2016
1093,CQM67223,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),13/10/2016
834,CQM58C9,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),13/10/2016
1237,CQM67107,NNNAAEL069,KEY PAD - CONTROL PANEL P.C.B.,13/10/2016
692,CQM4C50,NNNAAEM067,DPM COOLING FAN,13/10/2016
1093,CQM67223,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),13/10/2016
692,CQM4C50,CSDAAME219,DETECTOR ROLLER ASSY,13/10/2016
496,CQM58D8,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,13/10/2016
1093,CQM67223,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),13/10/2016
692,CQM4C50,CSDAAME344,FEED ROLLER ASSY (CSD2002E),13/10/2016
1014,CQM5803,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,13/10/2016
788,CQM67017,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),12/10/2016
1508,CQM67200,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",12/10/2016
1225,CQM4C28,NNNMECI020,FLAT BELT (SCANNER),12/10/2016
1307,CQM67154,,HARD DISK SATA,12/10/2016
504,CQM58D6,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,12/10/2016
362,CQM5829,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,11/10/2016
1847,CQM58A6,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),10/10/2016
1265,CQM58DF,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),09/10/2016
19400,CQM5897,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),09/10/2016
791,CQM67021,MRG445106,ROLLER ( Card Reader ),08/10/2016
956,CQM5890,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,08/10/2016
1102,CQM67211,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",08/10/2016
532,CQM5848,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,08/10/2016
302,CQM4C01,NNNMECI036,"FLAT BELT (Yellow, Bend)",08/10/2016
791,CQM67021,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),08/10/2016
530,CQM5839,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,08/10/2016
508,CQM58D0,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,07/10/2016
1189,CQM4C63,NNNELZZ050,MAIN POWER SUPPLY,07/10/2016
1225,CQM4C28,CSDAAEM073,DC GEAR BOX MOTOR ASSY,07/10/2016
515,CQM5854,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,07/10/2016
1547,CQM57206,NNNMECI036,"FLAT BELT (Yellow, Bend)",07/10/2016
515,CQM5854,NNNMEGU021,O-RING ( collection path ),07/10/2016
1862,CQM5845,NNNMERU089,ROLLER ( Ribbon Plate ),07/10/2016
508,CQM58D0,NNNMEGU022,O-RING (FEEDER - Fat),07/10/2016
411,CQM4C56,NNNMECI011,TOOTHED BELT T2.5 230L6,06/10/2016
1289,CQM67809,PMPU-MXL008-0,VKP80II GEAR WHEEL 20 MXL PMPU-MXL008-,06/10/2016
1110,CQM67100,MRG445106,ROLLER ( Card Reader ),06/10/2016
296,CQM4C1C,NNNMECI011,TOOTHED BELT T2.5 230L6,06/10/2016
412,CQM4C09,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",06/10/2016
1289,CQM67809,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),06/10/2016
261,CQM5870,NNNELZZ050,MAIN POWER SUPPLY,06/10/2016
953,CQM67055,NNNMECI036,"FLAT BELT (Yellow, Bend)",06/10/2016
1110,CQM67100,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),06/10/2016
838,CQM5884,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,06/10/2016
953,CQM67055,NNNMEMO070,GAS SPRING,06/10/2016
1006,CQM67075,NNNMECI004,TOOTHED BELT T2.5 145L6,05/10/2016
552,CQM4C7F,NNNMECI011,TOOTHED BELT T2.5 230L6,05/10/2016
1006,CQM67075,CSDAAME344,FEED ROLLER ASSY (CSD2002E),05/10/2016
790,CQM67019,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),05/10/2016
1325,CQM67159,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",05/10/2016
951,CQM67051,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",05/10/2016
951,CQM67051,NNNMECI052,TOOTHED BELT T2.5 330L8,05/10/2016
1526,CQM67825,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",04/10/2016
1464,CQM67081,CSDAAEL024,DOT MATRIX P.C.B (024),04/10/2016
1464,CQM67081,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),04/10/2016
260,CQM586F,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,04/10/2016
261,CQM5870,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,04/10/2016
2041,CQM5834,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),04/10/2016
1422,CQM67813,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",04/10/2016
1436,CQM58A5,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,03/10/2016
1508,CQM67200,NNNMECI020,FLAT BELT (SCANNER),03/10/2016
1286,CQM67138,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),03/10/2016
1286,CQM67138,TTT80,VKP80II THERMIC HEAD,03/10/2016
1875,CQM5885,NNNMERU089,ROLLER ( Ribbon Plate ),03/10/2016
500,CQM67021,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),03/10/2016
1938,CQM58AA,NNNMECI046,"FLAT BELT (beach colour, Collection Path)",02/10/2016
302,CQM4C01,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),30/09/2016
1667,CQM67901,NNNMECI036,"FLAT BELT (Yellow, Bend)",30/09/2016
2066,CQM67077,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),30/09/2016
1938,CQM58AA,CSDMEPC048,COLLECTION BOX WIRING,30/09/2016
417,CQM581A,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),30/09/2016
1429,CQM67197,NNNMECI044,TOOTHED BELT T2.5 380H6,30/09/2016
849,CQM67029,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",29/09/2016
523,CQM4C9B,,2G RAM,29/09/2016
1651,CQM67215,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),29/09/2016
278,CQM4C0D,CBXMEPC005,BLACK INK ROLLER,29/09/2016
1943,CQM582B,CBXMEPT024,PLATE ( Endosement Print Head ),29/09/2016
1829,CQM5875,CBXMEPT024,PLATE ( Endosement Print Head ),29/09/2016
523,CQM4C9B,CSDAAME219,DETECTOR ROLLER ASSY,29/09/2016
1829,CQM5875,NNNMERU089,ROLLER ( Ribbon Plate ),29/09/2016
529,CQM4C9F,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),29/09/2016
523,CQM4C9B,CSDAAME344,FEED ROLLER ASSY (CSD2002E),29/09/2016
842,CQM5849,CSDAAME344,FEED ROLLER ASSY (CSD2002E),29/09/2016
523,CQM4C9B,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),29/09/2016
1829,CQM5875,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),29/09/2016
1433,CQM586C,NNNEMAQ010,PRINT HEAD 9 NEEDLES  (Text Printer),29/09/2016
523,CQM4C9B,CSDMEAL160,SHAFT   ( Feeder Roller ),29/09/2016
1245,CQM587E,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",29/09/2016
842,CQM5849,NNNMEGU023,O-RING  (THICKNESS ADJUSTOR - SHAFT),29/09/2016
523,CQM4C9B,NNNMEMO070,GAS SPRING,29/09/2016
256,CQM586A,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,28/09/2016
951,CQM67051,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),28/09/2016
1266,CQM5889,NNNEMZZ083,HYBRID CARD READER-MOTORISED,28/09/2016
369,CQM5844,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,28/09/2016
645,CQM58AC,CBXMEPC005,BLACK INK ROLLER,27/09/2016
2068,CQM67246,,COMPUTER (PC),27/09/2016
2067,CQM67245,,COMPUTER (PC),27/09/2016
303,CQM4C2E,NNNEMZZ083,HYBRID CARD READER-MOTORISED,27/09/2016
371,CQM58C0,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,27/09/2016
452,CQM58B2,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,26/09/2016
227,CQM586B,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,26/09/2016
1099,CQM67084,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),26/09/2016
1099,CQM67084,MRG445106,ROLLER ( Card Reader ),26/09/2016
768,CQM67016,NNNMESR010,MECHANICAL LOCK ( LOWER DOOR Lock ),26/09/2016
1300,CQM67147,MRG445106,ROLLER ( Card Reader ),26/09/2016
1300,CQM67147,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),26/09/2016
1917,CQM5886,NNNMEMO070,GAS SPRING,24/09/2016
1465,CQM67817,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),24/09/2016
303,CQM4C2E,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),24/09/2016
1465,CQM67817,MRG445106,ROLLER ( Card Reader ),24/09/2016
305,CQM587D,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,24/09/2016
554,CQM4C6B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",23/09/2016
1327,CQM58EB,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,23/09/2016
1450,CQM5832,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,22/09/2016
595,CQM4C33,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",22/09/2016
1853,CQM58BD,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),21/09/2016
1265,CQM58DF,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,21/09/2016
1265,CQM58DF,NNNMECI020,FLAT BELT (SCANNER),20/09/2016
525,CQM4C29,CSDAAME344,FEED ROLLER ASSY (CSD2002E),20/09/2016
1107,CQM67198,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),20/09/2016
1281,CQM67231,NNNMEGU021,O-RING ( collection path ),20/09/2016
1444,CQM5846,CSDKTME011,ANTI-SKIMMING BEZEL FOR CSD 2002 (Card Reader Gate)  Green,20/09/2016
1444,CQM5846,NNNMEGU021,O-RING ( collection path ),20/09/2016
1107,CQM67198,MRG445106,ROLLER ( Card Reader ),20/09/2016
1444,CQM5846,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",20/09/2016
498,CQM58C5,NNNMEBR020,SPACER ( Collection Bin ),19/09/2016
794,CQM67020,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),19/09/2016
498,CQM58C5,NNNMESP034,PIN INOX 3x20  (Collection Bin),19/09/2016
498,CQM58C5,CSDMERU047,ROLLER (Collection Bin),19/09/2016
1339,CQM67242,CSDAAME339,PREFEED ROLLER ASSY (CSD2002E),19/09/2016
1308,CQM67155,NNNMEGU021,O-RING ( collection path ),17/09/2016
1916,CQM5804,,2G RAM,15/09/2016
1916,CQM5804,CSDAAEL001,MDM P.C.B,15/09/2016
1024,CQM4C54,NNNMECI020,FLAT BELT (SCANNER),15/09/2016
1024,CQM4C54,CSDMEGD147,PAPER GUIDE,15/09/2016
1808,CQM5895,NNNMEPC014,SLIDING COLLAR (Endorsement),15/09/2016
1916,CQM5804,NNNMECI036,"FLAT BELT (Yellow, Bend)",15/09/2016
838,CQM5884,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),14/09/2016
994,CQM67228,PCXSP-VKP80II,VKP80II PAPER ROLLER HOLD ( Paper Arm Support ),14/09/2016
1667,CQM67901,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",14/09/2016
1828,CQM5874,NNNMERU089,ROLLER ( Ribbon Plate ),14/09/2016
1415,CQM67812,NNNMECI036,"FLAT BELT (Yellow, Bend)",14/09/2016
838,CQM5884,PCXSP-VKP80II,VKP80II PAPER ROLLER HOLD ( Paper Arm Support ),14/09/2016
1866,CQM5860,NNNELEO006,SENSOR ASSY (Stapler / Stamp),14/09/2016
1667,CQM67901,CSDMEPC094,PRESSURE ROLLER (CSD2002E),14/09/2016
1002,CQM587A,NNNMESR012,CSD2002E / GQM  MECHANICAL LOCK ( UPPER DOOR Lock ),14/09/2016
1916,CQM5804,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),14/09/2016
286,CQM58D4,MRG452107,RUBBER ROLLER ( Card Reader ) (#1 DRIVER ROLLER),14/09/2016
994,CQM67228,NNNEMZZ085  (VKP80)  (VKP80II-UE),RECEIPT THERMAL PRINTER (USB),14/09/2016
1860,CQM585A,NNNMECI018,TOOTHED BELT T2.5/420 L6,14/09/2016
286,CQM58D4,MRG445106,ROLLER ( Card Reader ),14/09/2016
504,CQM58D6,CSDAAME344,FEED ROLLER ASSY (CSD2002E),14/09/2016
867,CQM67034,NNNMEGU021,O-RING ( collection path ),14/09/2016
1286,CQM67138,NNNMEZZ090,INK RIBBON CARTRIDGE,13/09/2016
274,CQM4C0B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/09/2016
1458,CQM67011,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/09/2016
1429,CQM67197,NNNMESR001,MECHANICAL LOCK AND KEYS ( CSD Collection Box and Bar ),13/09/2016
281,CQM4C61,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/09/2016
1343,CQM4C81,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",13/09/2016
274,CQM4C0B,NNNMECI032,"FLAT BELT (black colour, COLLECTION PATH)",13/09/2016
1091,CQM4C57,NNNMECI036,"FLAT BELT (Yellow, Bend)",13/09/2016
260,CQM586F,CBXMEPC005,BLACK INK ROLLER,13/09/2016
591,CQM580D,NNNMEPC035,RUBBER STAMP PLATE (HSBC HASE),13/09/2016
446,CQM4C5A,NNNMESP034,PIN INOX 3x20  (Collection Bin),13/09/2016
1945,CQM581B,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",12/09/2016
1142,CQM67111,PCTC-80-24-LAV1,VKP80II  CUTTER   (THERMAL PRINTER ),12/09/2016
508,CQM58D0,NNNMECI036,"FLAT BELT (Yellow, Bend)",12/09/2016
1255,CQM67126,NNNMERU089,ROLLER ( Ribbon Plate ),12/09/2016
867,CQM67043,NNNAAEM068,SOLENOID ASSY   -  Sorter / Collection Bin,12/09/2016
2065,CQM67014,TTT80,VKP80II THERMIC HEAD,10/09/2016
1011,CQM67076,NNNMECI035,"TOOTHED BELT T2.5 380L8 ( red, escrow )",10/09/2016
950,CQM67050,NNNMEGU021,O-RING ( collection path ),10/09/2016
1011,CQM67076,NNNMECI018,TOOTHED BELT T2.5/420 L6,10/09/2016
508,CQM58D0,NNNMECI014,TOOTHED BELT T2.5 180L6,10/09/2016
788,CQM67017,NNNAAEL025/R,SENSOR ASSY  (U-shape),09/09/2016
1860,CQM585A,NNNMERU089,ROLLER ( Ribbon Plate ),09/09/2016
903,CQM67049,CBXMEPC005,BLACK INK ROLLER,08/09/2016
